p_x,p_y,p_z,dp_x,dp_y,dp_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z
-0.19446,1.4829,-0.986161,-0.328207,-0.0444651,0.0493646,0.703234,-0.00416073,-0.00432754,0.710933,-0.00969553,-0.0719195,0.0318431
-0.19446,1.4829,-0.986161,-0.328207,-0.0444651,0.0493646,0.703176,-0.00405003,-0.00447008,0.71099,-0.00918667,-0.0716713,0.0321975
-0.197702,1.48238,-0.985769,-0.327703,-0.0454569,0.0480812,0.703118,-0.00394168,-0.0046104,0.711048,-0.00957895,-0.069683,0.0324995
-0.197702,1.48238,-0.985769,-0.327703,-0.0454569,0.0480812,0.703059,-0.00383466,-0.00474873,0.711106,-0.00900001,-0.0694544,0.0328554
-0.200933,1.48185,-0.985392,-0.326675,-0.0463605,0.0467094,0.702999,-0.00372985,-0.00488488,0.711164,-0.00938756,-0.0675398,0.0331587
-0.200933,1.48185,-0.985392,-0.326675,-0.0463605,0.0467094,0.702939,-0.00362689,-0.00501872,0.711223,-0.008895,-0.0668557,0.0335159
-0.20415,1.4813,-0.985029,-0.326429,-0.0474177,0.0454644,0.702878,-0.00352681,-0.0051499,0.711283,-0.00931938,-0.0647074,0.0338203
-0.20415,1.4813,-0.985029,-0.326429,-0.0474177,0.0454644,0.702816,-0.00342786,-0.00527927,0.711343,-0.00870372,-0.0647514,0.0341788
-0.207355,1.48075,-0.98468,-0.325892,-0.048444,0.0441674,0.702754,-0.00333058,-0.00540694,0.711404,-0.00909023,-0.063143,0.0344842
-0.207355,1.48075,-0.98468,-0.325892,-0.048444,0.0441674,0.702692,-0.00323396,-0.00553325,0.711466,-0.00849184,-0.0632678,0.0348436
-0.210546,1.48019,-0.984345,-0.324894,-0.0494219,0.0428064,0.702629,-0.00313883,-0.005658,0.711527,-0.00885863,-0.061751,0.0351498
-0.210546,1.48019,-0.984345,-0.324894,-0.0494219,0.0428064,0.702565,-0.00304473,-0.00578105,0.71159,-0.00827994,-0.0614764,0.0355103
-0.213722,1.47961,-0.984024,-0.32354,-0.0503505,0.0413971,0.7025,-0.00295271,-0.00590211,0.711653,-0.00869825,-0.0597448,0.0358174
-0.213722,1.47961,-0.984024,-0.32354,-0.0503505,0.0413971,0.702435,-0.00286251,-0.00602092,0.711716,-0.00820072,-0.0589945,0.0361786
-0.216884,1.47903,-0.983717,-0.322995,-0.0514386,0.0401037,0.70237,-0.00277509,-0.00613725,0.711781,-0.0086603,-0.0570132,0.0364863
-0.216884,1.47903,-0.983717,-0.322995,-0.0514386,0.0401037,0.702303,-0.00268876,-0.00625184,0.711845,-0.00803636,-0.0570033,0.0368482
-0.22003,1.47843,-0.983424,-0.321917,-0.052454,0.0387346,0.702236,-0.00260394,-0.00636488,0.711911,-0.00841899,-0.0555659,0.0371566
-0.22003,1.47843,-0.983424,-0.321917,-0.052454,0.0387346,0.702169,-0.00252001,-0.00647636,0.711976,-0.00784169,-0.0553815,0.037519
-0.223161,1.47783,-0.983146,-0.321058,-0.0535134,0.0374017,0.702101,-0.00243788,-0.00658617,0.712043,-0.00827649,-0.0538722,0.0378279
-0.223161,1.47783,-0.983146,-0.321058,-0.0535134,0.0374017,0.702032,-0.00235644,-0.00669458,0.71211,-0.0076415,-0.0538982,0.0381912
-0.226275,1.47721,-0.982881,-0.31937,-0.0544542,0.035975,0.701963,-0.00227639,-0.00680159,0.712177,-0.00805481,-0.0525689,0.0385008
-0.226275,1.47721,-0.982881,-0.31937,-0.0544542,0.035975,0.701893,-0.0021978,-0.00690668,0.712245,-0.00753962,-0.0518634,0.0388647
-0.229372,1.47658,-0.98263,-0.318394,-0.055538,0.0346322,0.701823,-0.00212174,-0.00700955,0.712314,-0.00802056,-0.0501034,0.0391747
-0.229372,1.47658,-0.98263,-0.318394,-0.055538,0.0346322,0.701752,-0.00204685,-0.00711067,0.712383,-0.00740608,-0.0499082,0.039539
-0.232452,1.47595,-0.982393,-0.317101,-0.0565782,0.0332556,0.70168,-0.00197359,-0.00721025,0.712453,-0.00784727,-0.0485396,0.0398494
-0.232452,1.47595,-0.982393,-0.317101,-0.0565782,0.0332556,0.701608,-0.00190127,-0.0073083,0.712524,-0.00726765,-0.0482973,0.0402142
-0.235514,1.4753,-0.98217,-0.315793,-0.0576236,0.0318881,0.701535,-0.00183066,-0.00740483,0.712594,-0.0077256,-0.0469403,0.040525
-0.235514,1.4753,-0.98217,-0.315793,-0.0576236,0.0318881,0.701461,-0.00176094,-0.00749984,0.712666,-0.0071147,-0.0467118,0.0408901
-0.238558,1.47464,-0.981961,-0.314524,-0.0587023,0.0305325,0.701387,-0.00169284,-0.00759337,0.712738,-0.0075755,-0.0454073,0.0412011
-0.238558,1.47464,-0.981961,-0.314524,-0.0587023,0.0305325,0.701312,-0.00162546,-0.00768549,0.712811,-0.0069312,-0.0452792,0.0415665
-0.241583,1.47397,-0.981765,-0.312859,-0.0597117,0.0291363,0.701237,-0.00155947,-0.00777627,0.712884,-0.00737155,-0.0440799,0.0418779
-0.241583,1.47397,-0.981765,-0.312859,-0.0597117,0.0291363,0.701161,-0.00149453,-0.00786542,0.712958,-0.00679396,-0.0436224,0.0422437
-0.24459,1.47329,-0.981583,-0.311228,-0.0607547,0.0277615,0.701085,-0.00143153,-0.00795294,0.713032,-0.00730097,-0.0422504,0.0425552
-0.24459,1.47329,-0.981583,-0.311228,-0.0607547,0.0277615,0.701008,-0.00136981,-0.00803872,0.713107,-0.00674156,-0.0417453,0.0429211
-0.247577,1.47259,-0.981414,-0.309645,-0.0618069,0.026392,0.70093,-0.00131005,-0.00812287,0.713183,-0.00724242,-0.0403909,0.043233
-0.247577,1.47259,-0.981414,-0.309645,-0.0618069,0.026392,0.700852,-0.00125141,-0.00820533,0.713259,-0.00663344,-0.0399765,0.0435993
-0.250544,1.47189,-0.981258,-0.307862,-0.0628508,0.0250169,0.700773,-0.00119451,-0.0082863,0.713336,-0.00713916,-0.0387317,0.0439114
-0.250544,1.47189,-0.981258,-0.307862,-0.0628508,0.0250169,0.700693,-0.00113879,-0.00836556,0.713413,-0.00654082,-0.0382056,0.044278
-0.253492,1.47118,-0.981116,-0.306403,-0.0639465,0.0236832,0.700613,-0.00108492,-0.00844322,0.713491,-0.00703499,-0.0369332,0.0445905
-0.253492,1.47118,-0.981116,-0.306403,-0.0639465,0.0236832,0.700532,-0.00103182,-0.00851946,0.713569,-0.00639071,-0.0367566,0.0449573
-0.256419,1.47045,-0.980986,-0.304704,-0.0650233,0.0223368,0.700451,-0.000979993,-0.00859459,0.713648,-0.00688376,-0.0357559,0.0452698
-0.256419,1.47045,-0.980986,-0.304704,-0.0650233,0.0223368,0.700369,-0.000928838,-0.00866847,0.713728,-0.0062696,-0.035521,0.0456368
-0.259325,1.46972,-0.980869,-0.302985,-0.0661069,0.0209981,0.700287,-0.000879022,-0.00874121,0.713808,-0.00676093,-0.034514,0.0459495
-0.259325,1.46972,-0.980869,-0.302985,-0.0661069,0.0209981,0.700203,-0.000829854,-0.00881264,0.713889,-0.00610463,-0.0342651,0.0463165
-0.262211,1.46897,-0.980765,-0.30075,-0.0670853,0.0196337,0.70012,-0.000781988,-0.00888293,0.71397,-0.00660667,-0.0332846,0.0466291
-0.262211,1.46897,-0.980765,-0.30075,-0.0670853,0.0196337,0.700035,-0.000735427,-0.0089515,0.714052,-0.00606397,-0.0325237,0.0469961
-0.265076,1.46821,-0.980674,-0.299287,-0.0682374,0.0183408,0.69995,-0.000690987,-0.00901842,0.714134,-0.00662186,-0.0312498,0.0473087
-0.265076,1.46821,-0.980674,-0.299287,-0.0682374,0.0183408,0.699865,-0.00064727,-0.00908401,0.714217,-0.00595059,-0.0311386,0.0476758
-0.267919,1.46745,-0.980595,-0.297493,-0.0693337,0.0170392,0.699778,-0.000604565,-0.00914874,0.714301,-0.00645956,-0.0303343,0.0479887
-0.267919,1.46745,-0.980595,-0.297493,-0.0693337,0.0170392,0.699692,-0.000562273,-0.00921243,0.714385,-0.00581258,-0.0301913,0.0483561
-0.27074,1.46667,-0.980528,-0.295457,-0.0704021,0.015729,0.699604,-0.000521019,-0.00927525,0.71447,-0.00630984,-0.0293898,0.048669
-0.27074,1.46667,-0.980528,-0.295457,-0.0704021,0.015729,0.699516,-0.000480436,-0.00933675,0.714556,-0.00566532,-0.0289985,0.049036
-0.27354,1.46588,-0.980473,-0.293214,-0.0714077,0.0144319,0.699428,-0.000441253,-0.00939713,0.714642,-0.00620406,-0.0280675,0.0493487
-0.27354,1.46588,-0.980473,-0.293214,-0.0714077,0.0144319,0.699338,-0.000403263,-0.00945592,0.714728,-0.00564249,-0.0273854,0.0497158
-0.276318,1.46507,-0.980429,-0.291611,-0.0725964,0.0131766,0.699249,-0.000367138,-0.00951331,0.714815,-0.00621757,-0.0263042,0.0500287
-0.276318,1.46507,-0.980429,-0.291611,-0.0725964,0.0131766,0.699158,-0.000331535,-0.00956951,0.714903,-0.00550462,-0.0262224,0.0503956
-0.279073,1.46426,-0.980398,-0.289602,-0.0736839,0.0119174,0.699067,-0.000296733,-0.009625,0.714991,-0.00601458,-0.0255721,0.0507083
-0.279073,1.46426,-0.980398,-0.289602,-0.0736839,0.0119174,0.698976,-0.000262314,-0.00967947,0.71508,-0.00535771,-0.0253468,0.0510751
-0.281806,1.46344,-0.980378,-0.287525,-0.0747636,0.010661,0.698883,-0.000228943,-0.00973313,0.71517,-0.00589646,-0.0246247,0.0513878
-0.281806,1.46344,-0.980378,-0.287525,-0.0747636,0.010661,0.69879,-0.000196153,-0.0097856,0.71526,-0.00523953,-0.0242827,0.0517547
-0.284517,1.4626,-0.980369,-0.285244,-0.0757939,0.00942925,0.698697,-0.000164557,-0.00983715,0.71535,-0.00578834,-0.0235131,0.0520673
-0.284517,1.4626,-0.980369,-0.285244,-0.0757939,0.00942925,0.698603,-0.000133915,-0.00988732,0.715441,-0.00520603,-0.0229339,0.0524339
-0.287204,1.46176,-0.980371,-0.283399,-0.0769615,0.00821948,0.698508,-0.000104863,-0.00993637,0.715533,-0.00579559,-0.022043,0.0527463
-0.287204,1.46176,-0.980371,-0.283399,-0.0769615,0.00821948,0.698413,-7.63326e-05,-0.00998427,0.715626,-0.00509647,-0.0218596,0.0531129
-0.289869,1.4609,-0.980385,-0.281272,-0.0780528,0.00702846,0.698317,-4.86704e-05,-0.0100315,0.715718,-0.00564668,-0.0212627,0.0534253
-0.289869,1.4609,-0.980385,-0.281272,-0.0780528,0.00702846,0.69822,-2.14554e-05,-0.0100777,0.715812,-0.00499647,-0.0209762,0.0537918
-0.292511,1.46003,-0.980408,-0.27916,-0.0791608,0.00584313,0.698123,4.7206e-06,-0.0101232,0.715906,-0.00556024,-0.020334,0.0541042
-0.292511,1.46003,-0.980408,-0.27916,-0.0791608,0.00584313,0.698026,3.0429e-05,-0.0101676,0.716001,-0.00487556,-0.0200342,0.0544705
-0.295129,1.45916,-0.980442,-0.276781,-0.0802047,0.00467911,0.697927,5.51209e-05,-0.0102113,0.716096,-0.00545103,-0.019411,0.0547826
-0.295129,1.45916,-0.980442,-0.276781,-0.0802047,0.00467911,0.697828,7.89923e-05,-0.0102536,0.716192,-0.0048355,-0.0188454,0.0551487
-0.297724,1.45827,-0.980487,-0.274835,-0.0813753,0.00354322,0.697729,0.00010143,-0.010295,0.716288,-0.00543275,-0.0180769,0.0554606
-0.297724,1.45827,-0.980487,-0.274835,-0.0813753,0.00354322,0.697628,0.00012343,-0.0103353,0.716385,-0.00472003,-0.0178849,0.0558265
-0.300296,1.45736,-0.980541,-0.272526,-0.0824403,0.00240785,0.697528,0.00014466,-0.0103751,0.716483,-0.00528622,-0.0173922,0.0561383
-0.300296,1.45736,-0.980541,-0.272526,-0.0824403,0.00240785,0.697426,0.000165365,-0.0104138,0.716581,-0.00465795,-0.0169972,0.0565041
-0.302845,1.45645,-0.980605,-0.270388,-0.0835644,0.00129703,0.697324,0.000184932,-0.0104519,0.71668,-0.00526683,-0.0163937,0.0568157
-0.302845,1.45645,-0.980605,-0.270388,-0.0835644,0.00129703,0.697222,0.000204051,-0.0104888,0.716779,-0.00457142,-0.016107,0.0571815
-0.305369,1.45553,-0.980679,-0.26776,-0.084569,0.000217029,0.697119,0.000222275,-0.0105253,0.716879,-0.00516763,-0.0156019,0.0574932
-0.305369,1.45553,-0.980679,-0.26776,-0.084569,0.000217029,0.697015,0.000239533,-0.0105603,0.716979,-0.00457917,-0.0148641,0.0578589
-0.307871,1.45459,-0.980762,-0.265923,-0.0857949,-0.000858307,0.69691,0.000255162,-0.0105944,0.71708,-0.00522194,-0.0140924,0.0581705
-0.307871,1.45459,-0.980762,-0.265923,-0.0857949,-0.000858307,0.696805,0.00027051,-0.0106274,0.717182,-0.00445966,-0.01403,0.058536
-0.310348,1.45365,-0.980854,-0.26364,-0.0869053,-0.00190373,0.6967,0.00028544,-0.0106602,0.717284,-0.0050094,-0.0137303,0.0588475
-0.310348,1.45365,-0.980854,-0.26364,-0.0869053,-0.00190373,0.696593,0.000300232,-0.0106921,0.717387,-0.00432163,-0.0134995,0.059213
-0.312802,1.45269,-0.980954,-0.261281,-0.0879864,-0.00292973,0.696486,0.00031429,-0.0107237,0.71749,-0.00490672,-0.0131018,0.0595245
-0.312802,1.45269,-0.980954,-0.261281,-0.0879864,-0.00292973,0.696379,0.000327944,-0.0107542,0.717594,-0.00422379,-0.0127165,0.0598896
-0.315231,1.45172,-0.981064,-0.258682,-0.0889799,-0.00393956,0.696271,0.000340617,-0.0107841,0.717698,-0.00485603,-0.0122416,0.0602006
-0.315231,1.45172,-0.981064,-0.258682,-0.0889799,-0.00393956,0.696162,0.000352354,-0.0108129,0.717803,-0.0042842,-0.011552,0.0605656
-0.317637,1.45074,-0.981181,-0.256702,-0.0902124,-0.00492264,0.696053,0.000362582,-0.0108408,0.717909,-0.00496133,-0.0109053,0.0608767
-0.317637,1.45074,-0.981181,-0.256702,-0.0902124,-0.00492264,0.695943,0.000372527,-0.0108677,0.718015,-0.00418766,-0.0107701,0.0612415
-0.320019,1.44975,-0.981307,-0.254526,-0.0913732,-0.00589275,0.695832,0.000382023,-0.0108944,0.718122,-0.00476968,-0.0105151,0.0615525
-0.320019,1.44975,-0.981307,-0.254526,-0.0913732,-0.00589275,0.695721,0.000391595,-0.0109204,0.718229,-0.00402663,-0.0104216,0.0619173
-0.322378,1.44875,-0.981441,-0.252068,-0.0924355,-0.00682896,0.695609,0.000400782,-0.0109462,0.718337,-0.00459268,-0.0102019,0.0622281
-0.322378,1.44875,-0.981441,-0.252068,-0.0924355,-0.00682896,0.695497,0.000409707,-0.0109711,0.718445,-0.00390872,-0.00981833,0.0625925
-0.324712,1.44774,-0.981582,-0.249358,-0.0934122,-0.00773311,0.695384,0.000417734,-0.0109956,0.718554,-0.00454725,-0.00942553,0.062903
-0.324712,1.44774,-0.981582,-0.249358,-0.0934122,-0.00773311,0.69527,0.000424778,-0.0110188,0.718664,-0.00399218,-0.00865972,0.0632674
-0.327022,1.44672,-0.981731,-0.247401,-0.0946634,-0.00863939,0.695156,0.000430246,-0.0110412,0.718774,-0.00470272,-0.00804447,0.0635779
-0.327022,1.44672,-0.981731,-0.247401,-0.0946634,-0.00863939,0.695041,0.00043546,-0.0110628,0.718885,-0.00393157,-0.00794204,0.0639421
-0.329308,1.44568,-0.981887,-0.245076,-0.0957815,-0.00951866,0.694926,0.000440338,-0.0110842,0.718996,-0.00453204,-0.00778869,0.0642525
-0.329308,1.44568,-0.981887,-0.245076,-0.0957815,-0.00951866,0.694809,0.000445221,-0.0111049,0.719108,-0.00380057,-0.00758618,0.0646166
-0.331571,1.44464,-0.98205,-0.24265,-0.0968687,-0.0103627,0.694693,0.000449586,-0.0111255,0.719221,-0.00442137,-0.00737679,0.0649268
-0.331571,1.44464,-0.98205,-0.24265,-0.0968687,-0.0103627,0.694575,0.000453714,-0.0111452,0.719334,-0.00370875,-0.00701786,0.0652906
-0.333809,1.44358,-0.982219,-0.240172,-0.0979334,-0.0111815,0.694457,0.000457079,-0.0111645,0.719447,-0.00435379,-0.00672192,0.0656006
-0.333809,1.44358,-0.982219,-0.240172,-0.0979334,-0.0111815,0.694339,0.000459942,-0.0111829,0.719561,-0.00369931,-0.00624731,0.0659644
-0.336024,1.44251,-0.982395,-0.237883,-0.0990673,-0.0119876,0.69422,0.000461822,-0.0112008,0.719676,-0.00437871,-0.0058957,0.0662743
-0.336024,1.44251,-0.982395,-0.237883,-0.0990673,-0.0119876,0.6941,0.000463369,-0.0112179,0.719791,-0.00367026,-0.00558388,0.0666376
-0.338214,1.44143,-0.982577,-0.235477,-0.100161,-0.0127707,0.693979,0.000464251,-0.0112348,0.719907,-0.00432502,-0.00535975,0.0669473
-0.338214,1.44143,-0.982577,-0.235477,-0.100161,-0.0127707,0.693858,0.000464814,-0.0112508,0.720023,-0.00365773,-0.00500213,0.0673107
-0.340381,1.44034,-0.982765,-0.233149,-0.101292,-0.0135333,0.693737,0.000464614,-0.0112666,0.72014,-0.00433408,-0.0047636,0.0676203
-0.340381,1.44034,-0.982765,-0.233149,-0.101292,-0.0135333,0.693615,0.000464217,-0.0112817,0.720258,-0.00359251,-0.00447048,0.0679836
-0.342524,1.43924,-0.982958,-0.230681,-0.102383,-0.0142554,0.693492,0.000463679,-0.011296,0.720376,-0.00397626,-0.00427139,0.0683038
-0.342524,1.43924,-0.982958,-0.230681,-0.102383,-0.0142554,0.693368,0.000462743,-0.0113095,0.720495,-0.00336557,-0.0038703,0.068665
-0.344643,1.43813,-0.983158,-0.228415,-0.103532,-0.0149696,0.693244,0.00046091,-0.0113229,0.720614,-0.00410738,-0.00363658,0.0689728
-0.344643,1.43813,-0.983158,-0.228415,-0.103532,-0.0149696,0.693119,0.000458865,-0.0113357,0.720734,-0.00339747,-0.00339856,0.0693345
-0.346738,1.437,-0.983362,-0.225979,-0.104626,-0.0156521,0.692994,0.000456295,-0.0113484,0.720854,-0.00408761,-0.00328812,0.0696427
-0.346738,1.437,-0.983362,-0.225979,-0.104626,-0.0156521,0.692868,0.000453496,-0.0113605,0.720975,-0.00339843,-0.00294031,0.0700048
-0.34881,1.43587,-0.983571,-0.223667,-0.105753,-0.0163198,0.692741,0.000450023,-0.0113723,0.721096,-0.0040802,-0.00276912,0.0703133
-0.34881,1.43587,-0.983571,-0.223667,-0.105753,-0.0163198,0.692614,0.000446421,-0.0113835,0.721218,-0.0033417,-0.00250243,0.0706752
-0.350858,1.43472,-0.983785,-0.221092,-0.106773,-0.0169424,0.692486,0.000442305,-0.0113946,0.721341,-0.00403115,-0.00240128,0.0709836
-0.350858,1.43472,-0.983785,-0.221092,-0.106773,-0.0169424,0.692358,0.000437746,-0.0114048,0.721464,-0.00338327,-0.00188924,0.0713456
-0.352882,1.43357,-0.984003,-0.218965,-0.107997,-0.0175712,0.692229,0.000432231,-0.0114148,0.721588,-0.00411435,-0.00164107,0.0716541
-0.354883,1.4324,-0.984226,-0.216664,-0.109145,-0.0181728,0.691969,0.000415996,-0.0114375,0.721837,-0.00570949,-0.00119428,0.0722819
-0.354883,1.4324,-0.984226,-0.216664,-0.109145,-0.0181728,0.691838,0.000407697,-0.0114483,0.721962,-0.0042209,-0.00115063,0.0726513
-0.35686,1.43122,-0.984453,-0.214393,-0.110302,-0.0187538,0.691706,0.000400307,-0.0114582,0.722088,-0.00439354,-0.00124025,0.0729661
-0.35686,1.43122,-0.984453,-0.214393,-0.110302,-0.0187538,0.691574,0.000393943,-0.011467,0.722214,-0.00324433,-0.00114761,0.0733341
-0.358814,1.43003,-0.984684,-0.211761,-0.111268,-0.019274,0.691442,0.000387912,-0.0114755,0.722341,-0.00367733,-0.00120571,0.0736477
-0.358814,1.43003,-0.984684,-0.211761,-0.111268,-0.019274,0.691308,0.00038186,-0.0114829,0.722469,-0.00289438,-0.000684822,0.0740145
-0.360745,1.42883,-0.984918,-0.209417,-0.112381,-0.0197965,0.691174,0.000375035,-0.0114899,0.722597,-0.00356774,-0.000470737,0.0743271
-0.360745,1.42883,-0.984918,-0.209417,-0.112381,-0.0197965,0.691039,0.000367944,-0.011496,0.722726,-0.00280169,-7.53426e-05,0.0746929
-0.362652,1.42761,-0.985156,-0.20715,-0.113536,-0.0202973,0.690904,0.000360249,-0.0115019,0.722855,-0.00349245,3.8366e-05,0.0750045
-0.362652,1.42761,-0.985156,-0.20715,-0.113536,-0.0202973,0.690768,0.000352508,-0.0115071,0.722985,-0.00272209,0.000290194,0.0753694
-0.364536,1.42639,-0.985397,-0.204792,-0.114658,-0.0207745,0.690632,0.000344393,-0.0115123,0.723115,-0.00340531,0.000298299,0.0756804
-0.364536,1.42639,-0.985397,-0.204792,-0.114658,-0.0207745,0.690494,0.000336276,-0.0115169,0.723246,-0.00262639,0.000593176,0.0760449
-0.366397,1.42516,-0.98564,-0.202221,-0.115649,-0.0212048,0.690357,0.000327706,-0.0115214,0.723378,-0.00334397,0.000617235,0.0763555
-0.366397,1.42516,-0.98564,-0.202221,-0.115649,-0.0212048,0.690218,0.000318677,-0.0115252,0.72351,-0.00270775,0.00116432,0.0767196
-0.368235,1.42391,-0.985887,-0.20005,-0.116836,-0.0216533,0.690079,0.000308683,-0.0115288,0.723642,-0.00348853,0.00134202,0.0770297
-0.368235,1.42391,-0.985887,-0.20005,-0.116836,-0.0216533,0.689939,0.000298575,-0.0115318,0.723775,-0.00270832,0.00156424,0.0773933
-0.37005,1.42265,-0.986135,-0.19773,-0.117954,-0.0220537,0.689799,0.000288144,-0.0115349,0.723909,-0.00343544,0.0015104,0.077703
-0.37005,1.42265,-0.986135,-0.19773,-0.117954,-0.0220537,0.689658,0.000277775,-0.0115375,0.724043,-0.00265899,0.00175544,0.0780661
-0.371843,1.42138,-0.986386,-0.195474,-0.119102,-0.0224416,0.689516,0.00026705,-0.0115401,0.724178,-0.00338935,0.00171021,0.0783754
-0.371843,1.42138,-0.986386,-0.195474,-0.119102,-0.0224416,0.689374,0.000256469,-0.0115423,0.724314,-0.00257669,0.00190748,0.0787382
-0.373612,1.42011,-0.986639,-0.193056,-0.12014,-0.0227946,0.689231,0.000245652,-0.0115446,0.724449,-0.00328825,0.0018248,0.0790474
-0.373612,1.42011,-0.986639,-0.193056,-0.12014,-0.0227946,0.689088,0.000234728,-0.0115463,0.724586,-0.00258175,0.00218842,0.0794101
-0.375359,1.41882,-0.986894,-0.190762,-0.121271,-0.0231279,0.688944,0.000223202,-0.0115481,0.724723,-0.00335073,0.00220884,0.0797191
-0.375359,1.41882,-0.986894,-0.190762,-0.121271,-0.0231279,0.688799,0.000211583,-0.0115492,0.72486,-0.0025796,0.00251574,0.0800818
-0.377084,1.41752,-0.98715,-0.188455,-0.122383,-0.023449,0.688653,0.000199543,-0.0115504,0.724999,-0.00330798,0.00248789,0.0803907
-0.377084,1.41752,-0.98715,-0.188455,-0.122383,-0.023449,0.688507,0.000187475,-0.011551,0.725137,-0.00254068,0.00278899,0.0807534
-0.378786,1.4162,-0.987408,-0.186268,-0.123557,-0.0237537,0.688361,0.000174989,-0.0115517,0.725277,-0.00328196,0.00274772,0.0810623
-0.378786,1.4162,-0.987408,-0.186268,-0.123557,-0.0237537,0.688213,0.000162697,-0.0115519,0.725416,-0.00243049,0.00292488,0.0814247
-0.380465,1.41488,-0.987667,-0.183951,-0.124632,-0.0240159,0.688066,0.000150264,-0.0115522,0.725557,-0.00314028,0.00279445,0.0817334
-0.380465,1.41488,-0.987667,-0.183951,-0.124632,-0.0240159,0.687917,0.000137919,-0.011552,0.725698,-0.00236873,0.00307262,0.0820958
-0.382122,1.41355,-0.987927,-0.181658,-0.125743,-0.024258,0.687768,0.000125193,-0.0115519,0.725839,-0.00312108,0.00300479,0.0824046
-0.382122,1.41355,-0.987927,-0.181658,-0.125743,-0.024258,0.687618,0.000112465,-0.0115513,0.725981,-0.00233493,0.00331087,0.0827667
-0.383758,1.4122,-0.988187,-0.179382,-0.126833,-0.0244857,0.687467,9.93293e-05,-0.0115507,0.726123,-0.00309283,0.0032521,0.0830751
-0.383758,1.4122,-0.988187,-0.179382,-0.126833,-0.0244857,0.687316,8.61529e-05,-0.0115496,0.726267,-0.00233357,0.00355872,0.0834374
-0.385371,1.41085,-0.988448,-0.177204,-0.128001,-0.0247056,0.687165,7.25337e-05,-0.0115487,0.72641,-0.00311613,0.0034922,0.0837459
-0.385371,1.41085,-0.988448,-0.177204,-0.128001,-0.0247056,0.687012,5.9058e-05,-0.0115472,0.726554,-0.00226865,0.00370222,0.0841081
-0.386962,1.40948,-0.98871,-0.174856,-0.129035,-0.0248747,0.686859,4.5402e-05,-0.0115459,0.726699,-0.00299787,0.00356541,0.0844166
-0.386962,1.40948,-0.98871,-0.174856,-0.129035,-0.0248747,0.686705,3.16911e-05,-0.0115441,0.726844,-0.00226503,0.00392925,0.0847788
-0.388532,1.4081,-0.988972,-0.172693,-0.130188,-0.0250578,0.686551,1.74348e-05,-0.0115424,0.72699,-0.00306264,0.00388812,0.0850873
-0.388532,1.4081,-0.988972,-0.172693,-0.130188,-0.0250578,0.686396,3.23916e-06,-0.0115401,0.727136,-0.00223785,0.00412578,0.0854493
-0.39008,1.40671,-0.989234,-0.170442,-0.131277,-0.0252011,0.686241,-1.1202e-05,-0.0115381,0.727283,-0.00299241,0.00399233,0.0857579
-0.39008,1.40671,-0.989234,-0.170442,-0.131277,-0.0252011,0.686084,-2.55795e-05,-0.0115355,0.72743,-0.00220702,0.00427851,0.0861201
-0.391606,1.40531,-0.989495,-0.168187,-0.132365,-0.0253131,0.685928,-4.0326e-05,-0.0115332,0.727578,-0.00299347,0.00417116,0.0864288
-0.391606,1.40531,-0.989495,-0.168187,-0.132365,-0.0253131,0.68577,-5.50858e-05,-0.0115302,0.727727,-0.00220163,0.00449614,0.0867912
-0.393111,1.4039,-0.989757,-0.165896,-0.133403,-0.0254107,0.685612,-7.02654e-05,-0.0115275,0.727876,-0.00299588,0.00440629,0.0871001
-0.393111,1.4039,-0.989757,-0.165896,-0.133403,-0.0254107,0.685453,-8.56068e-05,-0.0115242,0.728025,-0.00226557,0.00479268,0.0874625
-0.394594,1.40248,-0.990018,-0.163757,-0.134556,-0.0255034,0.685294,-0.000101531,-0.011521,0.728176,-0.00310083,0.0047339,0.0877713
-0.394594,1.40248,-0.990018,-0.163757,-0.134556,-0.0255034,0.685134,-0.000117417,-0.0115174,0.728326,-0.00226956,0.00498584,0.0881341
-0.396056,1.40105,-0.990278,-0.161431,-0.135526,-0.0255559,0.684973,-0.000133549,-0.011514,0.728477,-0.00304126,0.00483075,0.0884431
-0.396056,1.40105,-0.990278,-0.161431,-0.135526,-0.0255559,0.684812,-0.000149852,-0.01151,0.728629,-0.00235851,0.0052391,0.0888056
-0.397497,1.39961,-0.990537,-0.159282,-0.136651,-0.0256074,0.68465,-0.000166807,-0.0115063,0.728781,-0.00321187,0.00518155,0.0891146
